geoid,state_abb,county,tract,geographic_area_name,total,english_only,spanish,french,west_germanic_languages,slavic_languages,indo_european,korean,chinese,vietnamese,tagalog,asian_others,arabic,west_european,east_se_asian,unspecified,state,geography
06001400100,CA,Alameda County,4001,Census Tract 4001; Alameda County; California,1316,917,117,29,25,10,64,13,91,7,0,17,18,54,128,8,California,1400000US06001400100
34013016300,NJ,Essex County,163,Census Tract 163; Essex County; New Jersey,1263,1023,33,34,14,0,100,0,12,0,0,26,0,48,38,21,New Jersey,1400000US34013016300
34013016400,NJ,Essex County,164,Census Tract 164; Essex County; New Jersey,1316,1018,87,26,9,0,68,27,24,0,0,9,36,35,60,12,New Jersey,1400000US34013016400
34013016500,NJ,Essex County,165,Census Tract 165; Essex County; New Jersey,1356,1008,89,26,14,37,140,0,0,0,12,5,15,40,17,10,New Jersey,1400000US34013016500
34013016600,NJ,Essex County,166,Census Tract 166; Essex County; New Jersey,1064,795,46,13,0,33,73,0,0,0,44,41,9,13,85,10,New Jersey,1400000US34013016600
34013016700,NJ,Essex County,167,Census Tract 167; Essex County; New Jersey,1401,1046,180,29,4,33,40,19,16,0,0,25,9,33,60,0,New Jersey,1400000US34013016700
34013016800,NJ,Essex County,168,Census Tract 168; Essex County; New Jersey,2128,1810,68,67,0,16,71,54,0,0,0,27,15,67,81,0,New Jersey,1400000US34013016800
34013016900,NJ,Essex County,169,Census Tract 169; Essex County; New Jersey,1059,774,106,23,0,29,50,8,0,0,0,10,0,23,18,59,New Jersey,1400000US34013016900
34013017000,NJ,Essex County,170,Census Tract 170; Essex County; New Jersey,1350,1031,106,0,11,13,84,21,23,0,0,44,0,11,88,17,New Jersey,1400000US34013017000
34013017100,NJ,Essex County,171,Census Tract 171; Essex County; New Jersey,802,562,176,0,0,22,4,0,0,0,0,5,8,0,5,25,New Jersey,1400000US34013017100
34013017200,NJ,Essex County,172,Census Tract 172; Essex County; New Jersey,1110,953,35,0,0,65,22,0,0,0,0,0,14,0,0,21,New Jersey,1400000US34013017200
34013017301,NJ,Essex County,173.01,Census Tract 173.01; Essex County; New Jersey,1932,1473,165,30,54,62,89,0,13,0,9,0,0,84,22,37,New Jersey,1400000US34013017301
34013017302,NJ,Essex County,173.02,Census Tract 173.02; Essex County; New Jersey,2987,2062,231,73,44,134,78,0,57,0,77,40,0,117,174,191,New Jersey,1400000US34013017302
34013017400,NJ,Essex County,174,Census Tract 174; Essex County; New Jersey,1992,1280,161,69,23,30,89,0,104,0,19,115,0,92,238,102,New Jersey,1400000US34013017400
34013017500,NJ,Essex County,175,Census Tract 175; Essex County; New Jersey,2481,1707,373,100,78,0,52,0,41,0,17,22,0,178,80,91,New Jersey,1400000US34013017500
34013017600,NJ,Essex County,176,Census Tract 176; Essex County; New Jersey,1753,834,535,197,0,9,53,0,16,0,7,8,8,197,31,86,New Jersey,1400000US34013017600
34013017700,NJ,Essex County,177,Census Tract 177; Essex County; New Jersey,1734,736,710,113,53,19,52,0,0,0,0,0,0,166,0,51,New Jersey,1400000US34013017700
34013017800,NJ,Essex County,178,Census Tract 178; Essex County; New Jersey,1193,509,462,106,0,12,26,0,9,0,29,19,10,106,57,11,New Jersey,1400000US34013017800
34013017900,NJ,Essex County,179,Census Tract 179; Essex County; New Jersey,1297,1014,187,17,0,6,41,0,6,0,0,0,0,17,6,26,New Jersey,1400000US34013017900
34013018000,NJ,Essex County,180,Census Tract 180; Essex County; New Jersey,2071,1611,165,0,0,7,50,0,15,0,54,51,56,0,120,62,New Jersey,1400000US34013018000
34013018100,NJ,Essex County,181,Census Tract 181; Essex County; New Jersey,846,530,185,80,0,0,8,9,0,0,14,0,0,80,23,20,New Jersey,1400000US34013018100
34013018200,NJ,Essex County,182,Census Tract 182; Essex County; New Jersey,1695,483,803,271,0,0,0,0,0,0,0,0,0,271,0,138,New Jersey,1400000US34013018200
34013018300,NJ,Essex County,183,Census Tract 183; Essex County; New Jersey,1773,1060,531,91,0,0,28,0,0,0,38,0,0,91,38,25,New Jersey,1400000US34013018300
34013018400,NJ,Essex County,184,Census Tract 184; Essex County; New Jersey,865,605,100,97,0,0,0,0,0,0,32,0,15,97,32,16,New Jersey,1400000US34013018400
34013018600,NJ,Essex County,186,Census Tract 186; Essex County; New Jersey,1958,684,959,206,0,0,69,0,0,0,0,0,0,206,0,40,New Jersey,1400000US34013018600
34013018700,NJ,Essex County,187,Census Tract 187; Essex County; New Jersey,2157,1376,317,323,0,0,29,0,0,0,0,0,0,323,0,112,New Jersey,1400000US34013018700
34013018800,NJ,Essex County,188,Census Tract 188; Essex County; New Jersey,1755,909,194,417,0,0,21,0,0,0,0,0,0,417,0,214,New Jersey,1400000US34013018800
34013018900,NJ,Essex County,189,Census Tract 189; Essex County; New Jersey,1543,870,323,126,0,0,0,0,0,0,0,0,76,126,0,148,New Jersey,1400000US34013018900
34013019000,NJ,Essex County,190,Census Tract 190; Essex County; New Jersey,1671,1310,71,62,0,19,87,0,24,0,71,0,0,62,95,27,New Jersey,1400000US34013019000
34013019100,NJ,Essex County,191,Census Tract 191; Essex County; New Jersey,1257,879,84,132,13,10,93,6,11,0,11,0,0,145,28,18,New Jersey,1400000US34013019100
34013019200,NJ,Essex County,192,Census Tract 192; Essex County; New Jersey,1199,931,101,55,0,33,42,0,37,0,0,0,0,55,37,0,New Jersey,1400000US34013019200
34013019300,NJ,Essex County,193,Census Tract 193; Essex County; New Jersey,1805,1530,154,21,7,0,10,0,28,0,0,13,0,28,41,42,New Jersey,1400000US34013019300
34013019400,NJ,Essex County,194,Census Tract 194; Essex County; New Jersey,1003,761,45,9,11,88,39,0,18,0,0,19,0,20,37,13,New Jersey,1400000US34013019400
34013019500,NJ,Essex County,195,Census Tract 195; Essex County; New Jersey,1274,1083,34,16,15,20,76,12,7,0,0,0,0,31,19,11,New Jersey,1400000US34013019500
34013019600,NJ,Essex County,196,Census Tract 196; Essex County; New Jersey,2259,1369,207,451,42,21,48,0,25,0,0,0,9,493,25,87,New Jersey,1400000US34013019600
34013019700,NJ,Essex County,197,Census Tract 197; Essex County; New Jersey,2175,1666,174,113,0,0,103,0,0,0,0,0,0,113,0,119,New Jersey,1400000US34013019700
34013019800,NJ,Essex County,198,Census Tract 198; Essex County; New Jersey,958,854,31,27,6,7,4,0,7,0,0,3,3,33,10,16,New Jersey,1400000US34013019800
34013019900,NJ,Essex County,199,Census Tract 199; Essex County; New Jersey,990,869,61,10,9,0,15,0,0,0,0,26,0,19,26,0,New Jersey,1400000US34013019900
34013020000,NJ,Essex County,200,Census Tract 200; Essex County; New Jersey,1893,1256,53,31,0,29,205,24,209,0,11,41,34,31,285,0,New Jersey,1400000US34013020000
34013020100,NJ,Essex County,201,Census Tract 201; Essex County; New Jersey,1676,991,74,6,0,37,295,22,172,0,0,42,0,6,236,37,New Jersey,1400000US34013020100
34013020200,NJ,Essex County,202,Census Tract 202; Essex County; New Jersey,1655,789,123,49,12,97,187,8,274,0,36,51,0,61,369,29,New Jersey,1400000US34013020200
34013020300,NJ,Essex County,203,Census Tract 203; Essex County; New Jersey,1775,708,173,27,0,153,294,25,240,0,54,90,0,27,409,11,New Jersey,1400000US34013020300
34013020400,NJ,Essex County,204,Census Tract 204; Essex County; New Jersey,1685,1028,71,0,35,47,191,8,148,38,24,44,0,35,262,51,New Jersey,1400000US34013020400
34013020500,NJ,Essex County,205,Census Tract 205; Essex County; New Jersey,2588,1430,100,57,0,22,270,0,322,0,48,223,0,57,593,116,New Jersey,1400000US34013020500
34013020600,NJ,Essex County,206,Census Tract 206; Essex County; New Jersey,1920,1179,48,0,9,46,293,0,241,0,34,17,12,9,292,41,New Jersey,1400000US34013020600
34013020700,NJ,Essex County,207,Census Tract 207; Essex County; New Jersey,1460,643,101,11,8,32,254,38,274,0,40,30,0,19,382,29,New Jersey,1400000US34013020700
34013020800,NJ,Essex County,208,Census Tract 208; Essex County; New Jersey,2772,1753,144,17,0,0,388,0,238,20,13,145,17,17,416,37,New Jersey,1400000US34013020800
34013020901,NJ,Essex County,209.01,Census Tract 209.01; Essex County; New Jersey,724,565,36,11,14,6,59,0,10,0,12,8,0,25,30,3,New Jersey,1400000US34013020901
34013020902,NJ,Essex County,209.02,Census Tract 209.02; Essex County; New Jersey,2445,1755,125,0,29,20,243,0,136,44,20,38,0,29,238,35,New Jersey,1400000US34013020902
34013021000,NJ,Essex County,210,Census Tract 210; Essex County; New Jersey,2233,1774,83,16,19,18,218,26,0,0,13,0,51,35,39,15,New Jersey,1400000US34013021000
34013021100,NJ,Essex County,211,Census Tract 211; Essex County; New Jersey,2164,1949,16,0,6,60,51,17,0,0,0,15,31,6,32,19,New Jersey,1400000US34013021100
34013021200,NJ,Essex County,212,Census Tract 212; Essex County; New Jersey,1443,1227,46,0,19,77,55,0,8,0,0,1,0,19,9,10,New Jersey,1400000US34013021200
34013021300,NJ,Essex County,213,Census Tract 213; Essex County; New Jersey,2371,1787,127,10,0,0,262,35,48,12,23,16,51,10,134,0,New Jersey,1400000US34013021300
34013021400,NJ,Essex County,214,Census Tract 214; Essex County; New Jersey,2571,2062,100,0,0,60,215,0,0,0,43,76,15,0,119,0,New Jersey,1400000US34013021400
34013021601,NJ,Essex County,216.01,Census Tract 216.01; Essex County; New Jersey,3003,2312,270,0,14,158,185,17,47,0,0,0,0,14,64,0,New Jersey,1400000US34013021601
34013021602,NJ,Essex County,216.02,Census Tract 216.02; Essex County; New Jersey,2220,1682,118,0,0,58,207,24,20,0,0,36,63,0,80,12,New Jersey,1400000US34013021602
34013021701,NJ,Essex County,217.01,Census Tract 217.01; Essex County; New Jersey,1686,1269,97,0,0,40,110,0,82,0,0,71,0,0,153,17,New Jersey,1400000US34013021701
34013021702,NJ,Essex County,217.02,Census Tract 217.02; Essex County; New Jersey,2111,1571,111,0,13,42,72,33,41,0,22,158,0,13,254,48,New Jersey,1400000US34013021702
34013021801,NJ,Essex County,218.01,Census Tract 218.01; Essex County; New Jersey,1030,832,67,42,0,22,41,0,26,0,0,0,0,42,26,0,New Jersey,1400000US34013021801
34013021802,NJ,Essex County,218.02,Census Tract 218.02; Essex County; New Jersey,1333,940,206,28,18,0,92,0,38,0,0,0,11,46,38,0,New Jersey,1400000US34013021802
34013021803,NJ,Essex County,218.03,Census Tract 218.03; Essex County; New Jersey,1554,1382,102,0,0,30,30,0,0,0,10,0,0,0,10,0,New Jersey,1400000US34013021803
34013022700,NJ,Essex County,227,Census Tract 227; Essex County; New Jersey,1201,722,256,128,0,0,0,0,0,0,0,0,51,128,0,44,New Jersey,1400000US34013022700
34013022800,NJ,Essex County,228,Census Tract 228; Essex County; New Jersey,953,615,185,14,0,0,0,55,0,0,0,0,0,14,55,84,New Jersey,1400000US34013022800
34013022900,NJ,Essex County,229,Census Tract 229; Essex County; New Jersey,2076,1418,175,159,0,0,145,5,9,0,0,0,0,159,14,165,New Jersey,1400000US34013022900
34013023000,NJ,Essex County,230,Census Tract 230; Essex County; New Jersey,1500,890,359,70,0,0,38,0,0,0,0,0,0,70,0,143,New Jersey,1400000US34013023000
34013023100,NJ,Essex County,231,Census Tract 231; Essex County; New Jersey,907,538,195,35,0,0,18,0,0,0,0,0,0,35,0,121,New Jersey,1400000US34013023100
34013023200,NJ,Essex County,232,Census Tract 232; Essex County; New Jersey,1637,1009,491,12,0,0,32,0,0,0,0,0,0,12,0,93,New Jersey,1400000US34013023200
34013980100,NJ,Essex County,9801,Census Tract 9801; Essex County; New Jersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34013980100
34013980200,NJ,Essex County,9802,Census Tract 9802; Essex County; New Jersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34013980200
34015500100,NJ,Gloucester County,5001,Census Tract 5001; Gloucester County; New Jersey,1906,1518,149,0,9,0,182,0,5,0,0,0,0,9,5,43,New Jersey,1400000US34015500100
34015500201,NJ,Gloucester County,5002.01,Census Tract 5002.01; Gloucester County; New Jersey,914,881,23,0,0,0,10,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34015500201
34015500202,NJ,Gloucester County,5002.02,Census Tract 5002.02; Gloucester County; New Jersey,1900,1765,66,0,10,40,19,0,0,0,0,0,0,10,0,0,New Jersey,1400000US34015500202
34015500203,NJ,Gloucester County,5002.03,Census Tract 5002.03; Gloucester County; New Jersey,2130,1684,134,21,10,0,105,0,0,0,151,25,0,31,176,0,New Jersey,1400000US34015500203
34015500204,NJ,Gloucester County,5002.04,Census Tract 5002.04; Gloucester County; New Jersey,2729,2423,189,0,0,44,43,0,0,30,0,0,0,0,30,0,New Jersey,1400000US34015500204
34015500205,NJ,Gloucester County,5002.05,Census Tract 5002.05; Gloucester County; New Jersey,1568,1438,57,17,11,0,41,0,0,0,0,0,0,28,0,4,New Jersey,1400000US34015500205
34015500300,NJ,Gloucester County,5003,Census Tract 5003; Gloucester County; New Jersey,1079,1004,51,0,0,0,12,0,0,12,0,0,0,0,12,0,New Jersey,1400000US34015500300
34015500400,NJ,Gloucester County,5004,Census Tract 5004; Gloucester County; New Jersey,2336,1946,244,0,0,11,30,0,0,0,0,6,84,0,6,15,New Jersey,1400000US34015500400
34015500500,NJ,Gloucester County,5005,Census Tract 5005; Gloucester County; New Jersey,1970,1702,89,0,7,48,68,31,0,0,0,0,10,7,31,15,New Jersey,1400000US34015500500
34015500601,NJ,Gloucester County,5006.01,Census Tract 5006.01; Gloucester County; New Jersey,2980,2625,125,16,0,16,44,0,0,0,19,24,111,16,43,0,New Jersey,1400000US34015500601
34015500602,NJ,Gloucester County,5006.02,Census Tract 5006.02; Gloucester County; New Jersey,1277,1150,25,0,0,10,38,0,17,0,0,16,21,0,33,0,New Jersey,1400000US34015500602
34015500702,NJ,Gloucester County,5007.02,Census Tract 5007.02; Gloucester County; New Jersey,2209,2014,16,0,84,18,10,37,16,0,14,0,0,84,67,0,New Jersey,1400000US34015500702
34015500703,NJ,Gloucester County,5007.03,Census Tract 5007.03; Gloucester County; New Jersey,574,526,10,0,0,0,38,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34015500703
34015500704,NJ,Gloucester County,5007.04,Census Tract 5007.04; Gloucester County; New Jersey,1370,1138,70,49,0,0,89,0,0,0,0,0,0,49,0,24,New Jersey,1400000US34015500704
34015500705,NJ,Gloucester County,5007.05,Census Tract 5007.05; Gloucester County; New Jersey,1710,1568,42,0,0,0,0,0,0,0,29,0,0,0,29,71,New Jersey,1400000US34015500705
34015500800,NJ,Gloucester County,5008,Census Tract 5008; Gloucester County; New Jersey,810,748,0,4,21,0,32,5,0,0,0,0,0,25,5,0,New Jersey,1400000US34015500800
34015500900,NJ,Gloucester County,5009,Census Tract 5009; Gloucester County; New Jersey,1081,979,67,0,0,0,17,0,0,6,11,1,0,0,18,0,New Jersey,1400000US34015500900
34015501001,NJ,Gloucester County,5010.01,Census Tract 5010.01; Gloucester County; New Jersey,865,741,60,19,10,15,7,0,0,0,0,13,0,29,13,0,New Jersey,1400000US34015501001
34015501002,NJ,Gloucester County,5010.02,Census Tract 5010.02; Gloucester County; New Jersey,1586,1181,292,7,7,0,0,0,5,0,0,22,43,14,27,29,New Jersey,1400000US34015501002
34015501003,NJ,Gloucester County,5010.03,Census Tract 5010.03; Gloucester County; New Jersey,1602,1198,278,31,7,0,32,0,0,0,21,24,11,38,45,0,New Jersey,1400000US34015501003
34015501101,NJ,Gloucester County,5011.01,Census Tract 5011.01; Gloucester County; New Jersey,1831,1749,33,0,0,0,36,0,0,0,13,0,0,0,13,0,New Jersey,1400000US34015501101
34015501102,NJ,Gloucester County,5011.02,Census Tract 5011.02; Gloucester County; New Jersey,2742,2401,129,25,20,0,110,0,22,0,18,0,17,45,40,0,New Jersey,1400000US34015501102
34015501103,NJ,Gloucester County,5011.03,Census Tract 5011.03; Gloucester County; New Jersey,1836,1568,70,0,19,25,68,0,0,6,66,0,14,19,72,0,New Jersey,1400000US34015501103
34015501104,NJ,Gloucester County,5011.04,Census Tract 5011.04; Gloucester County; New Jersey,1059,821,157,0,16,0,0,0,0,18,15,0,13,16,33,19,New Jersey,1400000US34015501104
34015501105,NJ,Gloucester County,5011.05,Census Tract 5011.05; Gloucester County; New Jersey,1270,1095,104,0,13,12,0,0,0,0,6,40,0,13,46,0,New Jersey,1400000US34015501105
34015501106,NJ,Gloucester County,5011.06,Census Tract 5011.06; Gloucester County; New Jersey,1489,1225,192,0,0,13,9,0,28,0,0,0,0,0,28,22,New Jersey,1400000US34015501106
34015501107,NJ,Gloucester County,5011.07,Census Tract 5011.07; Gloucester County; New Jersey,1633,1516,86,11,0,0,20,0,0,0,0,0,0,11,0,0,New Jersey,1400000US34015501107
34015501201,NJ,Gloucester County,5012.01,Census Tract 5012.01; Gloucester County; New Jersey,1878,1628,103,0,0,0,116,0,18,0,13,0,0,0,31,0,New Jersey,1400000US34015501201
34015501202,NJ,Gloucester County,5012.02,Census Tract 5012.02; Gloucester County; New Jersey,1590,1402,41,0,11,0,41,0,0,16,53,26,0,11,95,0,New Jersey,1400000US34015501202
34015501203,NJ,Gloucester County,5012.03,Census Tract 5012.03; Gloucester County; New Jersey,1411,1329,27,15,0,0,20,0,20,0,0,0,0,15,20,0,New Jersey,1400000US34015501203
34015501204,NJ,Gloucester County,5012.04,Census Tract 5012.04; Gloucester County; New Jersey,1324,1237,13,63,11,0,0,0,0,0,0,0,0,74,0,0,New Jersey,1400000US34015501204
34015501205,NJ,Gloucester County,5012.05,Census Tract 5012.05; Gloucester County; New Jersey,1452,1345,47,0,0,0,55,0,0,5,0,0,0,0,5,0,New Jersey,1400000US34015501205
34015501206,NJ,Gloucester County,5012.06,Census Tract 5012.06; Gloucester County; New Jersey,1782,1436,149,19,0,0,122,9,0,0,20,0,21,19,29,6,New Jersey,1400000US34015501206
34015501208,NJ,Gloucester County,5012.08,Census Tract 5012.08; Gloucester County; New Jersey,1939,1698,159,8,30,12,9,0,0,0,4,19,0,38,23,0,New Jersey,1400000US34015501208
34015501209,NJ,Gloucester County,5012.09,Census Tract 5012.09; Gloucester County; New Jersey,2643,2196,173,36,20,0,170,35,0,13,0,0,0,56,48,0,New Jersey,1400000US34015501209
34015501210,NJ,Gloucester County,5012.10,Census Tract 5012.10; Gloucester County; New Jersey,1205,1026,70,64,16,0,16,0,0,0,3,0,0,80,3,10,New Jersey,1400000US34015501210
34015501212,NJ,Gloucester County,5012.12,Census Tract 5012.12; Gloucester County; New Jersey,1387,1218,40,0,0,0,51,9,0,0,21,0,35,0,30,13,New Jersey,1400000US34015501212
34015501213,NJ,Gloucester County,5012.13,Census Tract 5012.13; Gloucester County; New Jersey,1718,1375,73,10,0,19,67,57,6,0,40,18,53,10,121,0,New Jersey,1400000US34015501213
34015501301,NJ,Gloucester County,5013.01,Census Tract 5013.01; Gloucester County; New Jersey,1423,1394,10,0,0,0,19,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34015501301
34015501302,NJ,Gloucester County,5013.02,Census Tract 5013.02; Gloucester County; New Jersey,1096,1006,11,0,0,14,32,0,0,0,24,9,0,0,33,0,New Jersey,1400000US34015501302
34015501303,NJ,Gloucester County,5013.03,Census Tract 5013.03; Gloucester County; New Jersey,1072,1049,10,0,0,0,13,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34015501303
34015501402,NJ,Gloucester County,5014.02,Census Tract 5014.02; Gloucester County; New Jersey,1192,1007,141,0,0,0,36,0,0,0,0,0,0,0,0,8,New Jersey,1400000US34015501402
34015501403,NJ,Gloucester County,5014.03,Census Tract 5014.03; Gloucester County; New Jersey,2141,1758,99,32,25,0,142,0,6,0,13,12,0,57,31,54,New Jersey,1400000US34015501403
34015501404,NJ,Gloucester County,5014.04,Census Tract 5014.04; Gloucester County; New Jersey,687,531,57,0,0,9,42,0,0,0,0,48,0,0,48,0,New Jersey,1400000US34015501404
34015501405,NJ,Gloucester County,5014.05,Census Tract 5014.05; Gloucester County; New Jersey,1663,1416,40,0,0,11,90,0,23,16,15,52,0,0,106,0,New Jersey,1400000US34015501405
34015501406,NJ,Gloucester County,5014.06,Census Tract 5014.06; Gloucester County; New Jersey,2194,1629,392,0,0,11,127,0,0,0,0,0,0,0,0,35,New Jersey,1400000US34015501406
34015501501,NJ,Gloucester County,5015.01,Census Tract 5015.01; Gloucester County; New Jersey,1431,1347,44,0,11,0,29,0,0,0,0,0,0,11,0,0,New Jersey,1400000US34015501501
34015501502,NJ,Gloucester County,5015.02,Census Tract 5015.02; Gloucester County; New Jersey,1920,1624,169,59,24,0,26,0,0,0,0,0,0,83,0,18,New Jersey,1400000US34015501502
34015501603,NJ,Gloucester County,5016.03,Census Tract 5016.03; Gloucester County; New Jersey,2693,2458,76,0,148,0,11,0,0,0,0,0,0,148,0,0,New Jersey,1400000US34015501603
34015501604,NJ,Gloucester County,5016.04,Census Tract 5016.04; Gloucester County; New Jersey,2631,2336,202,0,0,37,30,0,0,26,0,0,0,0,26,0,New Jersey,1400000US34015501604
34015501605,NJ,Gloucester County,5016.05,Census Tract 5016.05; Gloucester County; New Jersey,1790,1645,54,0,0,46,23,0,0,0,22,0,0,0,22,0,New Jersey,1400000US34015501605
34015501606,NJ,Gloucester County,5016.06,Census Tract 5016.06; Gloucester County; New Jersey,2472,2223,70,0,0,31,16,17,59,21,12,0,0,0,109,23,New Jersey,1400000US34015501606
34015501608,NJ,Gloucester County,5016.08,Census Tract 5016.08; Gloucester County; New Jersey,2477,2177,220,0,0,0,0,57,0,0,0,0,23,0,57,0,New Jersey,1400000US34015501608
34015501609,NJ,Gloucester County,5016.09,Census Tract 5016.09; Gloucester County; New Jersey,1933,1530,332,17,0,0,21,0,0,0,5,9,0,17,14,19,New Jersey,1400000US34015501609
34015501701,NJ,Gloucester County,5017.01,Census Tract 5017.01; Gloucester County; New Jersey,1712,1475,142,6,0,26,13,0,12,31,0,0,7,6,43,0,New Jersey,1400000US34015501701
34015501702,NJ,Gloucester County,5017.02,Census Tract 5017.02; Gloucester County; New Jersey,1005,888,86,0,7,18,0,0,0,0,0,6,0,7,6,0,New Jersey,1400000US34015501702
34015501703,NJ,Gloucester County,5017.03,Census Tract 5017.03; Gloucester County; New Jersey,1510,1382,69,0,0,14,45,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34015501703
34015501704,NJ,Gloucester County,5017.04,Census Tract 5017.04; Gloucester County; New Jersey,1441,1194,187,6,0,0,54,0,0,0,0,0,0,6,0,0,New Jersey,1400000US34015501704
34015501800,NJ,Gloucester County,5018,Census Tract 5018; Gloucester County; New Jersey,664,577,83,0,0,0,4,0,0,0,0,0,0,0,0,0,New Jersey,1400000US34015501800
34015501900,NJ,Gloucester County,5019,Census Tract 5019; Gloucester County; New Jersey,1416,1278,66,0,0,0,38,0,10,0,24,0,0,0,34,0,New Jersey,1400000US34015501900
34015502001,NJ,Gloucester County,5020.01,Census Tract 5020.01; Gloucester County; New Jersey,2101,1767,127,0,20,8,144,0,0,0,0,23,12,20,23,0,New Jersey,1400000US34015502001
34015502002,NJ,Gloucester County,5020.02,Census Tract 5020.02; Gloucester County; New Jersey,2069,1867,43,0,0,0,59,0,0,38,25,25,0,0,88,12,New Jersey,1400000US34015502002
34015502100,NJ,Gloucester County,5021,Census Tract 5021; Gloucester County; New Jersey,1115,1016,58,12,11,0,11,0,0,0,0,7,0,23,7,0,New Jersey,1400000US34015502100
34015502201,NJ,Gloucester County,5022.01,Census Tract 5022.01; Gloucester County; New Jersey,961,842,62,7,0,0,17,0,0,0,0,18,0,7,18,15,New Jersey,1400000US34015502201
34015502202,NJ,Gloucester County,5022.02,Census Tract 5022.02; Gloucester County; New Jersey,1301,1112,89,0,0,0,93,0,0,0,0,7,0,0,7,0,New Jersey,1400000US34015502202
34015502203,NJ,Gloucester County,5022.03,Census Tract 5022.03; Gloucester County; New Jersey,1170,1010,51,0,11,0,78,0,0,0,0,20,0,11,20,0,New Jersey,1400000US34015502203
34015502204,NJ,Gloucester County,5022.04,Census Tract 5022.04; Gloucester County; New Jersey,735,619,20,0,7,21,33,3,0,0,7,25,0,7,35,0,New Jersey,1400000US34015502204
34015502300,NJ,Gloucester County,5023,Census Tract 5023; Gloucester County; New Jersey,910,681,183,10,0,0,10,0,0,0,0,26,0,10,26,0,New Jersey,1400000US34015502300
34015502400,NJ,Gloucester County,5024,Census Tract 5024; Gloucester County; New Jersey,2086,1945,50,12,12,37,0,0,0,30,0,0,0,24,30,0,New Jersey,1400000US34015502400
34017000101,NJ,Hudson County,1.01,Census Tract 1.01; Hudson County; New Jersey,912,118,475,0,0,0,285,0,0,0,20,5,0,0,25,9,New Jersey,1400000US34017000101
34017000102,NJ,Hudson County,1.02,Census Tract 1.02; Hudson County; New Jersey,1252,507,373,26,0,7,266,0,0,0,36,22,15,26,58,0,New Jersey,1400000US34017000102
34017000200,NJ,Hudson County,2,Census Tract 2; Hudson County; New Jersey,1917,590,987,0,0,0,277,0,0,0,9,43,11,0,52,0,New Jersey,1400000US34017000200
34017000300,NJ,Hudson County,3,Census Tract 3; Hudson County; New Jersey,1644,901,520,33,31,11,75,0,21,0,0,13,25,64,34,14,New Jersey,1400000US34017000300
34017000400,NJ,Hudson County,4,Census Tract 4; Hudson County; New Jersey,1317,315,348,0,0,0,367,0,40,0,44,132,52,0,216,19,New Jersey,1400000US34017000400
34017000500,NJ,Hudson County,5,Census Tract 5; Hudson County; New Jersey,1611,632,456,0,0,43,282,14,28,30,44,16,61,0,132,5,New Jersey,1400000US34017000500
34017000600,NJ,Hudson County,6,Census Tract 6; Hudson County; New Jersey,2312,933,544,18,12,16,421,0,119,0,14,119,116,30,252,0,New Jersey,1400000US34017000600
34017000700,NJ,Hudson County,7,Census Tract 7; Hudson County; New Jersey,1581,509,671,36,12,11,97,0,0,0,16,110,105,48,126,14,New Jersey,1400000US34017000700
34017000800,NJ,Hudson County,8,Census Tract 8; Hudson County; New Jersey,1827,1063,430,4,48,61,85,0,53,0,17,33,22,52,103,11,New Jersey,1400000US34017000800
34017000902,NJ,Hudson County,9.02,Census Tract 9.02; Hudson County; New Jersey,2527,721,354,9,0,69,549,0,100,0,325,209,153,9,634,38,New Jersey,1400000US34017000902
34017001000,NJ,Hudson County,10,Census Tract 10; Hudson County; New Jersey,751,263,208,9,14,0,146,0,0,0,3,43,38,23,46,27,New Jersey,1400000US34017001000
34017001100,NJ,Hudson County,11,Census Tract 11; Hudson County; New Jersey,2168,886,731,8,0,21,263,15,22,0,69,62,50,8,168,41,New Jersey,1400000US34017001100
34017001201,NJ,Hudson County,12.01,Census Tract 12.01; Hudson County; New Jersey,926,368,119,0,13,40,223,0,61,0,35,60,7,13,156,0,New Jersey,1400000US34017001201
34017001202,NJ,Hudson County,12.02,Census Tract 12.02; Hudson County; New Jersey,642,261,202,0,0,0,158,0,0,0,21,0,0,0,21,0,New Jersey,1400000US34017001202
34017001300,NJ,Hudson County,13,Census Tract 13; Hudson County; New Jersey,1224,621,338,15,19,26,87,0,23,14,50,31,0,34,118,0,New Jersey,1400000US34017001300
34017001400,NJ,Hudson County,14,Census Tract 14; Hudson County; New Jersey,1737,964,413,24,0,36,104,0,0,0,52,112,0,24,164,32,New Jersey,1400000US34017001400
34017001701,NJ,Hudson County,17.01,Census Tract 17.01; Hudson County; New Jersey,1992,715,360,0,9,50,426,9,67,11,48,99,158,9,234,40,New Jersey,1400000US34017001701
34017001800,NJ,Hudson County,18,Census Tract 18; Hudson County; New Jersey,1673,619,364,23,0,0,344,0,0,24,33,43,188,23,100,35,New Jersey,1400000US34017001800
34017001900,NJ,Hudson County,19,Census Tract 19; Hudson County; New Jersey,1390,444,108,64,0,54,239,1,328,0,49,52,24,64,430,27,New Jersey,1400000US34017001900
